O,N,B,S,P,Specific surface area,Smicro,Smeso,Pore volume,Vmicro,Vmeso,Rmic/mes,Dap,ID/IG,Electrolyte,Current collector,Active mass loading,Potential window,Current density,Specific capacity
6.82,2.11,0.0,0.0,0.0,3407.6,1076.7,,1.953,0.574,,0.416243654822335,2.29252259654889,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,20.0,113.7
6.82,2.11,0.0,0.0,0.0,3407.6,1076.7,,1.953,0.574,,0.416243654822335,2.29252259654889,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,30.0,102.5
6.82,2.11,0.0,0.0,0.0,3407.6,1076.7,,1.953,0.574,,0.416243654822335,2.29252259654889,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,60.0,77.9
7.48,2.67,0.0,0.0,0.0,3553.1,976.9,,2.071,0.552,,0.363396971691903,2.33148518195379,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,0.5,199.1
7.48,2.67,0.0,0.0,0.0,3553.1,976.9,,2.071,0.552,,0.363396971691903,2.33148518195379,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,1.0,183.0
7.48,2.67,0.0,0.0,0.0,3553.1,976.9,,2.071,0.552,,0.363396971691903,2.33148518195379,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,2.0,172.4
7.48,2.67,0.0,0.0,0.0,3553.1,976.9,,2.071,0.552,,0.363396971691903,2.33148518195379,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,5.0,159.6
7.48,2.67,0.0,0.0,0.0,3553.1,976.9,,2.071,0.552,,0.363396971691903,2.33148518195379,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,10.0,150.3
7.48,2.67,0.0,0.0,0.0,3553.1,976.9,,2.071,0.552,,0.363396971691903,2.33148518195379,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,20.0,139.9
7.48,2.67,0.0,0.0,0.0,3553.1,976.9,,2.071,0.552,,0.363396971691903,2.33148518195379,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,30.0,130.1
7.48,2.67,0.0,0.0,0.0,3553.1,976.9,,2.071,0.552,,0.363396971691903,2.33148518195379,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,60.0,118.8
7.48,2.67,0.0,0.0,0.0,3553.1,976.9,,2.071,0.552,,0.363396971691903,2.33148518195379,2.79,2M ZnSO4,stainless-steel mesh,3.0,1.6,0.5,134.3
7.48,2.67,0.0,0.0,0.0,3553.1,976.9,,2.071,0.552,,0.363396971691903,2.33148518195379,2.79,2M ZnSO4,stainless-steel mesh,5.0,1.6,0.5,112.6
7.48,2.67,0.0,0.0,0.0,3553.1,976.9,,2.071,0.552,,0.363396971691903,2.33148518195379,2.79,2M ZnSO4,stainless-steel mesh,10.0,1.6,0.5,103.4
7.48,2.67,0.0,0.0,0.0,3553.1,976.9,,2.071,0.552,,0.363396971691903,2.33148518195379,2.79,2M ZnSO4,stainless-steel mesh,20.0,1.6,0.5,94.0
7.48,2.67,0.0,0.0,0.0,3553.1,976.9,,2.071,0.552,,0.363396971691903,2.33148518195379,2.79,2M ZnSO4,stainless-steel mesh,30.0,1.6,0.5,85.3
7.48,2.67,0.0,0.0,0.0,3553.1,976.9,,2.071,0.552,,0.363396971691903,2.33148518195379,2.79,2M ZnSO4,stainless-steel mesh,45.0,1.6,0.5,73.5
6.93,1.98,0.0,0.0,0.0,3415.3,639.3,,2.482,0.397,,0.190407673860911,2.90691886510702,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,0.5,169.3
6.93,1.98,0.0,0.0,0.0,3415.3,639.3,,2.482,0.397,,0.190407673860911,2.90691886510702,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,1.0,155.4
6.93,1.98,0.0,0.0,0.0,3415.3,639.3,,2.482,0.397,,0.190407673860911,2.90691886510702,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,2.0,144.7
6.93,1.98,0.0,0.0,0.0,3415.3,639.3,,2.482,0.397,,0.190407673860911,2.90691886510702,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,5.0,134.0
6.93,1.98,0.0,0.0,0.0,3415.3,639.3,,2.482,0.397,,0.190407673860911,2.90691886510702,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,10.0,125.7
6.93,1.98,0.0,0.0,0.0,3415.3,639.3,,2.482,0.397,,0.190407673860911,2.90691886510702,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,20.0,118.9
6.93,1.98,0.0,0.0,0.0,3415.3,639.3,,2.482,0.397,,0.190407673860911,2.90691886510702,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,30.0,114.5
6.93,1.98,0.0,0.0,0.0,3415.3,639.3,,2.482,0.397,,0.190407673860911,2.90691886510702,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,60.0,105.9
10.58,1.47,0.0,0.0,0.0,2290.0,2122.0,168.0,0.93,0.82,0.11,,1.62445414847162,0.9567,2M ZnSO4,Carbon cloth,1.5,1.6,0.1,74.0
10.58,1.47,0.0,0.0,0.0,2290.0,2122.0,168.0,0.93,0.82,0.11,,1.62445414847162,0.9567,2M ZnSO4,Carbon cloth,1.5,1.6,0.5,60.4
10.58,1.47,0.0,0.0,0.0,2290.0,2122.0,168.0,0.93,0.82,0.11,,1.62445414847162,0.9567,2M ZnSO4,Carbon cloth,1.5,1.6,1.0,53.6
10.58,1.47,0.0,0.0,0.0,2290.0,2122.0,168.0,0.93,0.82,0.11,,1.62445414847162,0.9567,2M ZnSO4,Carbon cloth,1.5,1.6,2.0,43.4
10.58,1.47,0.0,0.0,0.0,2290.0,2122.0,168.0,0.93,0.82,0.11,,1.62445414847162,0.9567,2M ZnSO4,Carbon cloth,1.5,1.6,5.0,37.7
10.58,1.47,0.0,0.0,0.0,2290.0,2122.0,168.0,0.93,0.82,0.11,,1.62445414847162,0.9567,2M ZnSO4,Carbon cloth,1.5,1.6,10.0,28.2
10.58,1.47,0.0,0.0,0.0,2290.0,2122.0,168.0,0.93,0.82,0.11,,1.62445414847162,0.9567,2M ZnSO4,Carbon cloth,1.5,1.6,20.0,14.7
14.26,1.82,0.0,0.0,0.0,3166.0,2122.0,1043.0,1.7,0.88,0.82,,2.14782059380922,1.044,2M ZnSO4,Carbon cloth,1.5,1.6,0.1,117.1
14.26,1.82,0.0,0.0,0.0,3166.0,2122.0,1043.0,1.7,0.88,0.82,,2.14782059380922,1.044,2M ZnSO4,Carbon cloth,1.5,1.6,0.5,93.5
14.26,1.82,0.0,0.0,0.0,3166.0,2122.0,1043.0,1.7,0.88,0.82,,2.14782059380922,1.044,2M ZnSO4,Carbon cloth,1.5,1.6,1.0,81.4
14.26,1.82,0.0,0.0,0.0,3166.0,2122.0,1043.0,1.7,0.88,0.82,,2.14782059380922,1.044,2M ZnSO4,Carbon cloth,1.5,1.6,2.0,67.0
14.26,1.82,0.0,0.0,0.0,3166.0,2122.0,1043.0,1.7,0.88,0.82,,2.14782059380922,1.044,2M ZnSO4,Carbon cloth,1.5,1.6,5.0,58.7
14.26,1.82,0.0,0.0,0.0,3166.0,2122.0,1043.0,1.7,0.88,0.82,,2.14782059380922,1.044,2M ZnSO4,Carbon cloth,1.5,1.6,10.0,49.5
14.26,1.82,0.0,0.0,0.0,3166.0,2122.0,1043.0,1.7,0.88,0.82,,2.14782059380922,1.044,2M ZnSO4,Carbon cloth,1.5,1.6,20.0,45.8
14.02,1.93,0.0,0.0,0.0,3292.0,2612.0,680.0,1.54,1.07,0.47,,1.87120291616039,1.048,2M ZnSO4,Carbon cloth,1.5,1.6,0.1,142.2
14.02,1.93,0.0,0.0,0.0,3292.0,2612.0,680.0,1.54,1.07,0.47,,1.87120291616039,1.048,2M ZnSO4,Carbon cloth,1.5,1.6,0.5,113.3
14.02,1.93,0.0,0.0,0.0,3292.0,2612.0,680.0,1.54,1.07,0.47,,1.87120291616039,1.048,2M ZnSO4,Carbon cloth,1.5,1.6,1.0,99.4
14.02,1.93,0.0,0.0,0.0,3292.0,2612.0,680.0,1.54,1.07,0.47,,1.87120291616039,1.048,2M ZnSO4,Carbon cloth,1.5,1.6,2.0,85.8
14.02,1.93,0.0,0.0,0.0,3292.0,2612.0,680.0,1.54,1.07,0.47,,1.87120291616039,1.048,2M ZnSO4,Carbon cloth,1.5,1.6,5.0,79.7
14.02,1.93,0.0,0.0,0.0,3292.0,2612.0,680.0,1.54,1.07,0.47,,1.87120291616039,1.048,2M ZnSO4,Carbon cloth,1.5,1.6,10.0,72.2
14.02,1.93,0.0,0.0,0.0,3292.0,2612.0,680.0,1.54,1.07,0.47,,1.87120291616039,1.048,2M ZnSO4,Carbon cloth,1.5,1.6,20.0,66.1
18.75,2.74,0.0,0.0,0.0,3518.0,2937.0,581.0,1.57,1.22,0.35,,1.78510517339397,1.102,2M ZnSO4,Carbon cloth,1.5,1.6,0.1,166.8
18.75,2.74,0.0,0.0,0.0,3518.0,2937.0,581.0,1.57,1.22,0.35,,1.78510517339397,1.102,2M ZnSO4,Carbon cloth,1.5,1.6,0.5,141.4
18.75,2.74,0.0,0.0,0.0,3518.0,2937.0,581.0,1.57,1.22,0.35,,1.78510517339397,1.102,2M ZnSO4,Carbon cloth,1.5,1.6,1.0,132.0
18.75,2.74,0.0,0.0,0.0,3518.0,2937.0,581.0,1.57,1.22,0.35,,1.78510517339397,1.102,2M ZnSO4,Carbon cloth,1.5,1.6,2.0,116.5
18.75,2.74,0.0,0.0,0.0,3518.0,2937.0,581.0,1.57,1.22,0.35,,1.78510517339397,1.102,2M ZnSO4,Carbon cloth,1.5,1.6,5.0,108.8
18.75,2.74,0.0,0.0,0.0,3518.0,2937.0,581.0,1.57,1.22,0.35,,1.78510517339397,1.102,2M ZnSO4,Carbon cloth,1.5,1.6,10.0,98.9
18.75,2.74,0.0,0.0,0.0,3518.0,2937.0,581.0,1.57,1.22,0.35,,1.78510517339397,1.102,2M ZnSO4,Carbon cloth,1.5,1.6,20.0,86.9
