O,N,Specific surface area,Pore volume,Dap,ID/IG,Current density,Specific capacity,micro%
6.75,2.16,2363.18,1.33,2.251203886,0.79,0.8,102.2,0.398496241
6.75,2.16,2363.18,1.33,2.251203886,0.79,1.0,99.2,0.398496241
6.75,2.16,2363.18,1.33,2.251203886,0.79,2.0,92.6,0.398496241
6.75,2.16,2363.18,1.33,2.251203886,0.79,5.0,86.7,0.398496241
6.75,2.16,2363.18,1.33,2.251203886,0.79,8.0,83.9,0.398496241
6.75,2.16,2363.18,1.33,2.251203886,0.79,10.0,82.0,0.398496241
10.36,3.74,803.95,0.53,2.636979912,0.75,0.2,144.6,0.660377358
10.36,3.74,803.95,0.53,2.636979912,0.75,0.5,122.9,0.660377358
10.36,3.74,803.95,0.53,2.636979912,0.75,0.8,112.8,0.660377358
10.36,3.74,803.95,0.53,2.636979912,0.75,1.0,107.1,0.660377358
10.36,3.74,803.95,0.53,2.636979912,0.75,2.0,96.7,0.660377358
10.36,3.74,803.95,0.53,2.636979912,0.75,5.0,85.6,0.660377358
10.36,3.74,803.95,0.53,2.636979912,0.75,8.0,77.1,0.660377358
10.36,3.74,803.95,0.53,2.636979912,0.75,10.0,73.1,0.660377358
6.89,1.57,1678.38,1.04,2.478580536,0.82,0.2,185.3,0.519230769
6.89,1.57,1678.38,1.04,2.478580536,0.82,0.5,134.8,0.519230769
6.89,1.57,1678.38,1.04,2.478580536,0.82,0.8,125.0,0.519230769
6.89,1.57,1678.38,1.04,2.478580536,0.82,1.0,119.7,0.519230769
6.89,1.57,1678.38,1.04,2.478580536,0.82,2.0,111.3,0.519230769
6.89,1.57,1678.38,1.04,2.478580536,0.82,5.0,101.5,0.519230769
6.89,1.57,1678.38,1.04,2.478580536,0.82,8.0,98.6,0.519230769
6.89,1.57,1678.38,1.04,2.478580536,0.82,10.0,95.2,0.519230769
5.49,2.86,1590.46,1.32,3.319794273,0.71,0.2,84.0,0.060606061
5.49,2.86,1590.46,1.32,3.319794273,0.71,0.5,69.1,0.060606061
5.49,2.86,1590.46,1.32,3.319794273,0.71,0.8,64.9,0.060606061
5.49,2.86,1590.46,1.32,3.319794273,0.71,1.0,63.0,0.060606061
5.49,2.86,1590.46,1.32,3.319794273,0.71,2.0,58.8,0.060606061
5.49,2.86,1590.46,1.32,3.319794273,0.71,5.0,56.9,0.060606061
5.49,2.86,1590.46,1.32,3.319794273,0.71,8.0,55.1,0.060606061
5.49,2.86,1590.46,1.32,3.319794273,0.71,10.0,53.2,0.060606061
3.37,0.0,3252.6,3.428,4.21570436,1.02,0.3,98.2,0.099474912
3.37,0.0,3252.6,3.428,4.21570436,1.02,0.5,94.2,0.099474912
3.37,0.0,3252.6,3.428,4.21570436,1.02,1.0,89.5,0.099474912
3.37,0.0,3252.6,3.428,4.21570436,1.02,3.0,80.1,0.099474912
3.37,0.0,3252.6,3.428,4.21570436,1.02,5.0,76.2,0.099474912
3.37,0.0,3252.6,3.428,4.21570436,1.02,8.0,73.0,0.099474912
3.37,0.0,3252.6,3.428,4.21570436,1.02,10.0,67.9,0.099474912
3.37,0.0,3252.6,3.428,4.21570436,1.02,20.0,61.2,0.099474912
3.37,0.0,3252.6,3.428,4.21570436,1.02,30.0,56.4,0.099474912
2.75,0.95,1687.1,1.75,4.149131646,1.11,0.3,111.6,0.092
2.75,0.95,1687.1,1.75,4.149131646,1.11,0.5,105.1,0.092
2.75,0.95,1687.1,1.75,4.149131646,1.11,1.0,102.0,0.092
2.75,0.95,1687.1,1.75,4.149131646,1.11,3.0,96.6,0.092
2.75,0.95,1687.1,1.75,4.149131646,1.11,5.0,92.4,0.092
2.75,0.95,1687.1,1.75,4.149131646,1.11,8.0,90.0,0.092
2.75,0.95,1687.1,1.75,4.149131646,1.11,10.0,88.5,0.092
2.75,0.95,1687.1,1.75,4.149131646,1.11,20.0,79.9,0.092
2.75,0.95,1687.1,1.75,4.149131646,1.11,30.0,72.4,0.092
1.91,2.99,2330.9,2.756,4.729503625,1.24,0.3,125.3,0.095065312
1.91,2.99,2330.9,2.756,4.729503625,1.24,0.5,117.3,0.095065312
1.91,2.99,2330.9,2.756,4.729503625,1.24,1.0,115.3,0.095065312
1.91,2.99,2330.9,2.756,4.729503625,1.24,3.0,105.9,0.095065312
1.91,2.99,2330.9,2.756,4.729503625,1.24,5.0,99.8,0.095065312
1.91,2.99,2330.9,2.756,4.729503625,1.24,8.0,97.5,0.095065312
1.91,2.99,2330.9,2.756,4.729503625,1.24,10.0,94.5,0.095065312
1.91,2.99,2330.9,2.756,4.729503625,1.24,20.0,88.9,0.095065312
1.91,2.99,2330.9,2.756,4.729503625,1.24,30.0,83.1,0.095065312
1.9,1.3,1317.4,1.384,4.202216487,1.05,0.3,107.6,0.11199422
1.9,1.3,1317.4,1.384,4.202216487,1.05,0.5,103.0,0.11199422
1.9,1.3,1317.4,1.384,4.202216487,1.05,1.0,99.7,0.11199422
1.9,1.3,1317.4,1.384,4.202216487,1.05,3.0,91.6,0.11199422
1.9,1.3,1317.4,1.384,4.202216487,1.05,5.0,88.7,0.11199422
1.9,1.3,1317.4,1.384,4.202216487,1.05,8.0,82.4,0.11199422
1.9,1.3,1317.4,1.384,4.202216487,1.05,10.0,79.6,0.11199422
1.9,1.3,1317.4,1.384,4.202216487,1.05,20.0,71.9,0.11199422
1.9,1.3,1317.4,1.384,4.202216487,1.05,30.0,63.1,0.11199422
9.92,0.0,1667.33,1.23,2.950825571,1.1,0.5,101.2,0.528455285
9.92,0.0,1667.33,1.23,2.950825571,1.1,1.0,92.4,0.528455285
9.92,0.0,1667.33,1.23,2.950825571,1.1,2.0,84.3,0.528455285
9.92,0.0,1667.33,1.23,2.950825571,1.1,3.0,79.8,0.528455285
9.92,0.0,1667.33,1.23,2.950825571,1.1,4.0,77.2,0.528455285
9.92,0.0,1667.33,1.23,2.950825571,1.1,5.0,75.8,0.528455285
9.92,0.0,1667.33,1.23,2.950825571,1.1,10.0,68.2,0.528455285
9.92,0.0,1667.33,1.23,2.950825571,1.1,20.0,61.0,0.528455285
9.53,0.0,1886.8,1.23,2.60758957,1.13,0.5,113.3,0.56097561
9.53,0.0,1886.8,1.23,2.60758957,1.13,1.0,104.9,0.56097561
9.53,0.0,1886.8,1.23,2.60758957,1.13,2.0,97.5,0.56097561
9.53,0.0,1886.8,1.23,2.60758957,1.13,3.0,93.4,0.56097561
9.53,0.0,1886.8,1.23,2.60758957,1.13,4.0,89.9,0.56097561
9.53,0.0,1886.8,1.23,2.60758957,1.13,5.0,87.0,0.56097561
9.53,0.0,1886.8,1.23,2.60758957,1.13,10.0,78.5,0.56097561
9.53,0.0,1886.8,1.23,2.60758957,1.13,20.0,66.0,0.56097561
9.44,0.8,2295.25,1.63,2.840649167,1.18,0.5,114.1,0.558282209
9.44,0.8,2295.25,1.63,2.840649167,1.18,1.0,103.4,0.558282209
9.44,0.8,2295.25,1.63,2.840649167,1.18,2.0,94.5,0.558282209
9.44,0.8,2295.25,1.63,2.840649167,1.18,3.0,90.0,0.558282209
9.44,0.8,2295.25,1.63,2.840649167,1.18,4.0,86.4,0.558282209
9.44,0.8,2295.25,1.63,2.840649167,1.18,5.0,84.0,0.558282209
9.44,0.8,2295.25,1.63,2.840649167,1.18,10.0,74.4,0.558282209
9.44,0.8,2295.25,1.63,2.840649167,1.18,20.0,62.2,0.558282209
9.05,1.32,2773.02,1.91,2.755118968,1.19,0.5,135.0,0.57591623
9.05,1.32,2773.02,1.91,2.755118968,1.19,1.0,120.8,0.57591623
9.05,1.32,2773.02,1.91,2.755118968,1.19,2.0,106.0,0.57591623
9.05,1.32,2773.02,1.91,2.755118968,1.19,3.0,100.5,0.57591623
9.05,1.32,2773.02,1.91,2.755118968,1.19,4.0,97.1,0.57591623
9.05,1.32,2773.02,1.91,2.755118968,1.19,5.0,95.0,0.57591623
9.05,1.32,2773.02,1.91,2.755118968,1.19,10.0,88.8,0.57591623
9.05,1.32,2773.02,1.91,2.755118968,1.19,20.0,81.6,0.57591623
9.71,5.41,670.0,0.72,4.298507463,1.89,0.1,122.4,0.597222222
9.71,5.41,670.0,0.72,4.298507463,1.89,0.2,92.4,0.597222222
9.71,5.41,670.0,0.72,4.298507463,1.89,0.5,79.7,0.597222222
9.71,5.41,670.0,0.72,4.298507463,1.89,1.0,72.7,0.597222222
9.71,5.41,670.0,0.72,4.298507463,1.89,2.0,68.4,0.597222222
9.71,5.41,670.0,0.72,4.298507463,1.89,5.0,61.1,0.597222222
9.71,5.41,670.0,0.72,4.298507463,1.89,10.0,55.7,0.597222222
9.71,5.41,670.0,0.72,4.298507463,1.89,20.0,49.1,0.597222222
9.71,5.41,670.0,0.72,4.298507463,1.89,40.0,43.7,0.597222222
9.71,5.41,670.0,0.72,4.298507463,1.89,50.0,42.2,0.597222222
7.21,3.67,1777.0,1.56,3.511536297,2.0,0.1,153.4,0.576923077
7.21,3.67,1777.0,1.56,3.511536297,2.0,0.2,117.6,0.576923077
7.21,3.67,1777.0,1.56,3.511536297,2.0,0.5,101.3,0.576923077
7.21,3.67,1777.0,1.56,3.511536297,2.0,1.0,93.9,0.576923077
7.21,3.67,1777.0,1.56,3.511536297,2.0,2.0,90.1,0.576923077
7.21,3.67,1777.0,1.56,3.511536297,2.0,5.0,83.1,0.576923077
7.21,3.67,1777.0,1.56,3.511536297,2.0,10.0,77.7,0.576923077
7.21,3.67,1777.0,1.56,3.511536297,2.0,20.0,72.3,0.576923077
7.21,3.67,1777.0,1.56,3.511536297,2.0,40.0,66.9,0.576923077
7.21,3.67,1777.0,1.56,3.511536297,2.0,50.0,64.2,0.576923077
8.35,2.41,2511.0,2.17,3.456790123,2.07,0.1,191.4,0.437788018
8.35,2.41,2511.0,2.17,3.456790123,2.07,0.2,167.7,0.437788018
8.35,2.41,2511.0,2.17,3.456790123,2.07,0.5,149.1,0.437788018
8.35,2.41,2511.0,2.17,3.456790123,2.07,1.0,138.4,0.437788018
8.35,2.41,2511.0,2.17,3.456790123,2.07,2.0,130.8,0.437788018
8.35,2.41,2511.0,2.17,3.456790123,2.07,5.0,123.6,0.437788018
8.35,2.41,2511.0,2.17,3.456790123,2.07,10.0,116.7,0.437788018
8.35,2.41,2511.0,2.17,3.456790123,2.07,20.0,113.8,0.437788018
8.35,2.41,2511.0,2.17,3.456790123,2.07,40.0,105.6,0.437788018
8.35,2.41,2511.0,2.17,3.456790123,2.07,50.0,99.9,0.437788018
6.98,2.3,2353.0,2.14,3.637909052,2.18,0.1,158.6,0.378504673
6.98,2.3,2353.0,2.14,3.637909052,2.18,0.2,127.2,0.378504673
6.98,2.3,2353.0,2.14,3.637909052,2.18,0.5,112.1,0.378504673
6.98,2.3,2353.0,2.14,3.637909052,2.18,1.0,104.0,0.378504673
6.98,2.3,2353.0,2.14,3.637909052,2.18,2.0,99.3,0.378504673
6.98,2.3,2353.0,2.14,3.637909052,2.18,5.0,91.6,0.378504673
6.98,2.3,2353.0,2.14,3.637909052,2.18,10.0,86.2,0.378504673
6.98,2.3,2353.0,2.14,3.637909052,2.18,20.0,81.6,0.378504673
6.98,2.3,2353.0,2.14,3.637909052,2.18,40.0,76.1,0.378504673
6.98,2.3,2353.0,2.14,3.637909052,2.18,50.0,73.9,0.378504673
15.55,2.61,3139.2,1.74,2.217125382,1.02,0.1,189.4,0.557471264
15.55,2.61,3139.2,1.74,2.217125382,1.02,0.2,155.0,0.557471264
15.55,2.61,3139.2,1.74,2.217125382,1.02,0.5,136.6,0.557471264
15.55,2.61,3139.2,1.74,2.217125382,1.02,1.0,126.1,0.557471264
15.55,2.61,3139.2,1.74,2.217125382,1.02,2.0,117.1,0.557471264
15.55,2.61,3139.2,1.74,2.217125382,1.02,3.0,112.5,0.557471264
15.55,2.61,3139.2,1.74,2.217125382,1.02,4.0,109.3,0.557471264
15.55,2.61,3139.2,1.74,2.217125382,1.02,5.0,106.7,0.557471264
15.55,2.61,3139.2,1.74,2.217125382,1.02,7.0,103.6,0.557471264
15.55,2.61,3139.2,1.74,2.217125382,1.02,10.0,100.0,0.557471264
15.55,2.61,3139.2,1.74,2.217125382,1.02,14.0,97.2,0.557471264
15.55,2.61,3139.2,1.74,2.217125382,1.02,20.0,94.2,0.557471264
15.55,2.61,3139.2,1.74,2.217125382,1.02,50.0,84.2,0.557471264
15.55,2.61,3139.2,1.74,2.217125382,1.02,70.0,66.9,0.557471264
15.55,2.61,3139.2,1.74,2.217125382,1.02,100.0,59.4,0.557471264
12.89,3.05,3224.9,1.93,2.393872678,0.94,0.1,225.3,0.481865285
12.89,3.05,3224.9,1.93,2.393872678,0.94,0.2,196.8,0.481865285
12.89,3.05,3224.9,1.93,2.393872678,0.94,0.5,174.3,0.481865285
12.89,3.05,3224.9,1.93,2.393872678,0.94,1.0,161.1,0.481865285
12.89,3.05,3224.9,1.93,2.393872678,0.94,2.0,150.8,0.481865285
12.89,3.05,3224.9,1.93,2.393872678,0.94,3.0,144.4,0.481865285
12.89,3.05,3224.9,1.93,2.393872678,0.94,4.0,141.2,0.481865285
12.89,3.05,3224.9,1.93,2.393872678,0.94,5.0,138.6,0.481865285
12.89,3.05,3224.9,1.93,2.393872678,0.94,7.0,134.0,0.481865285
12.89,3.05,3224.9,1.93,2.393872678,0.94,10.0,129.3,0.481865285
12.89,3.05,3224.9,1.93,2.393872678,0.94,14.0,124.5,0.481865285
12.89,3.05,3224.9,1.93,2.393872678,0.94,20.0,118.7,0.481865285
12.89,3.05,3224.9,1.93,2.393872678,0.94,50.0,103.0,0.481865285
12.89,3.05,3224.9,1.93,2.393872678,0.94,70.0,88.8,0.481865285
12.89,3.05,3224.9,1.93,2.393872678,0.94,100.0,73.8,0.481865285
10.45,2.44,2993.2,1.71,2.285179741,0.91,0.1,193.0,0.532163743
10.45,2.44,2993.2,1.71,2.285179741,0.91,0.2,160.1,0.532163743
10.45,2.44,2993.2,1.71,2.285179741,0.91,0.5,141.2,0.532163743
10.45,2.44,2993.2,1.71,2.285179741,0.91,1.0,129.3,0.532163743
10.45,2.44,2993.2,1.71,2.285179741,0.91,2.0,120.9,0.532163743
10.45,2.44,2993.2,1.71,2.285179741,0.91,3.0,116.7,0.532163743
10.45,2.44,2993.2,1.71,2.285179741,0.91,4.0,112.9,0.532163743
10.45,2.44,2993.2,1.71,2.285179741,0.91,5.0,110.9,0.532163743
10.45,2.44,2993.2,1.71,2.285179741,0.91,7.0,108.3,0.532163743
10.45,2.44,2993.2,1.71,2.285179741,0.91,10.0,104.5,0.532163743
10.45,2.44,2993.2,1.71,2.285179741,0.91,14.0,102.0,0.532163743
10.45,2.44,2993.2,1.71,2.285179741,0.91,20.0,99.4,0.532163743
10.45,2.44,2993.2,1.71,2.285179741,0.91,50.0,91.0,0.532163743
10.45,2.44,2993.2,1.71,2.285179741,0.91,70.0,79.4,0.532163743
10.45,2.44,2993.2,1.71,2.285179741,0.91,100.0,70.2,0.532163743
6.2,1.6,2691.29,1.77,2.630708694,1.088,0.1,189.3,0.327683616
6.2,1.6,2691.29,1.77,2.630708694,1.088,0.2,160.1,0.327683616
6.2,1.6,2691.29,1.77,2.630708694,1.088,0.5,133.8,0.327683616
6.2,1.6,2691.29,1.77,2.630708694,1.088,1.0,123.8,0.327683616
6.2,1.6,2691.29,1.77,2.630708694,1.088,2.0,116.1,0.327683616
6.2,1.6,2691.29,1.77,2.630708694,1.088,5.0,106.5,0.327683616
6.2,1.6,2691.29,1.77,2.630708694,1.088,10.0,101.1,0.327683616
6.2,1.6,2691.29,1.77,2.630708694,1.088,20.0,96.7,0.327683616
8.2,0.0,1500.0,0.78,2.08,1.01,0.5,89.33333333,0.692307692
8.2,0.0,1500.0,0.78,2.08,1.01,1.0,80.44444444,0.692307692
8.2,0.0,1500.0,0.78,2.08,1.01,2.0,76.44444444,0.692307692
8.2,0.0,1500.0,0.78,2.08,1.01,5.0,71.11111111,0.692307692
8.2,0.0,1500.0,0.78,2.08,1.01,10.0,65.77777778,0.692307692
8.2,0.0,1500.0,0.78,2.08,1.01,20.0,58.22222222,0.692307692
8.2,0.0,1500.0,0.78,2.08,1.01,50.0,44.88888889,0.692307692
8.2,0.0,1500.0,0.78,2.08,1.01,100.0,18.22222222,0.692307692
6.3,0.0,1886.0,0.93,1.97242842,1.04,0.5,81.77777778,0.709677419
6.3,0.0,1886.0,0.93,1.97242842,1.04,1.0,76.0,0.709677419
6.3,0.0,1886.0,0.93,1.97242842,1.04,2.0,67.11111111,0.709677419
6.3,0.0,1886.0,0.93,1.97242842,1.04,5.0,62.22222222,0.709677419
6.3,0.0,1886.0,0.93,1.97242842,1.04,10.0,56.44444444,0.709677419
6.3,0.0,1886.0,0.93,1.97242842,1.04,20.0,50.66666667,0.709677419
6.3,0.0,1886.0,0.93,1.97242842,1.04,50.0,40.88888889,0.709677419
6.3,0.0,1886.0,0.93,1.97242842,1.04,100.0,28.44444444,0.709677419
6.8,0.0,1410.0,0.77,2.184397163,1.09,0.5,136.8888889,0.636363636
6.8,0.0,1410.0,0.77,2.184397163,1.09,1.0,113.3333333,0.636363636
6.8,0.0,1410.0,0.77,2.184397163,1.09,2.0,102.2222222,0.636363636
6.8,0.0,1410.0,0.77,2.184397163,1.09,5.0,92.44444444,0.636363636
6.8,0.0,1410.0,0.77,2.184397163,1.09,10.0,85.77777778,0.636363636
6.8,0.0,1410.0,0.77,2.184397163,1.09,20.0,79.11111111,0.636363636
6.8,0.0,1410.0,0.77,2.184397163,1.09,50.0,72.0,0.636363636
6.8,0.0,1410.0,0.77,2.184397163,1.09,100.0,61.77777778,0.636363636
4.3,0.0,1655.0,0.81,1.957703927,1.05,0.5,73.33333333,0.716049383
4.3,0.0,1655.0,0.81,1.957703927,1.05,1.0,64.44444444,0.716049383
4.3,0.0,1655.0,0.81,1.957703927,1.05,2.0,59.11111111,0.716049383
4.3,0.0,1655.0,0.81,1.957703927,1.05,5.0,54.66666667,0.716049383
4.3,0.0,1655.0,0.81,1.957703927,1.05,10.0,51.55555556,0.716049383
4.3,0.0,1655.0,0.81,1.957703927,1.05,20.0,45.33333333,0.716049383
4.3,0.0,1655.0,0.81,1.957703927,1.05,50.0,41.77777778,0.716049383
4.3,0.0,1655.0,0.81,1.957703927,1.05,100.0,31.55555556,0.716049383
11.54,0.0,2813.0,1.82,2.587984358,1.01,0.5,194.0,0.472527473
11.54,0.0,2813.0,1.82,2.587984358,1.01,1.0,172.0,0.472527473
11.54,0.0,2813.0,1.82,2.587984358,1.01,2.0,152.0,0.472527473
11.54,0.0,2813.0,1.82,2.587984358,1.01,4.0,138.0,0.472527473
11.54,0.0,2813.0,1.82,2.587984358,1.01,6.0,129.0,0.472527473
11.54,0.0,2813.0,1.82,2.587984358,1.01,8.0,123.0,0.472527473
11.54,0.0,2813.0,1.82,2.587984358,1.01,10.0,119.0,0.472527473
11.54,0.0,2813.0,1.82,2.587984358,1.01,15.0,113.0,0.472527473
11.54,0.0,2813.0,1.82,2.587984358,1.01,20.0,108.0,0.472527473
11.54,0.0,2813.0,1.82,2.587984358,1.01,30.0,102.0,0.472527473
6.15,13.57,1274.8,0.551,1.728898651,1.97,0.5,127.5,0.715063521
6.15,13.57,1274.8,0.551,1.728898651,1.97,1.0,117.1,0.715063521
6.15,13.57,1274.8,0.551,1.728898651,1.97,2.0,106.8,0.715063521
6.15,13.57,1274.8,0.551,1.728898651,1.97,5.0,87.8,0.715063521
6.15,13.57,1274.8,0.551,1.728898651,1.97,10.0,67.9,0.715063521
6.15,13.57,1274.8,0.551,1.728898651,1.97,20.0,42.4,0.715063521
6.15,13.57,1274.8,0.551,1.728898651,1.97,30.0,23.9,0.715063521
6.15,13.57,1274.8,0.551,1.728898651,1.97,60.0,17.4,0.715063521
6.82,2.11,3407.6,1.953,2.292522597,2.41,0.5,194.4,0.29390681
6.82,2.11,3407.6,1.953,2.292522597,2.41,1.0,178.5,0.29390681
6.82,2.11,3407.6,1.953,2.292522597,2.41,2.0,165.5,0.29390681
6.82,2.11,3407.6,1.953,2.292522597,2.41,5.0,147.4,0.29390681
6.82,2.11,3407.6,1.953,2.292522597,2.41,10.0,131.8,0.29390681
6.82,2.11,3407.6,1.953,2.292522597,2.41,20.0,113.7,0.29390681
6.82,2.11,3407.6,1.953,2.292522597,2.41,30.0,102.5,0.29390681
6.82,2.11,3407.6,1.953,2.292522597,2.41,60.0,77.9,0.29390681
7.48,2.67,3553.1,2.071,2.331485182,2.79,0.5,199.1,0.266537904
7.48,2.67,3553.1,2.071,2.331485182,2.79,1.0,183.0,0.266537904
7.48,2.67,3553.1,2.071,2.331485182,2.79,2.0,172.4,0.266537904
7.48,2.67,3553.1,2.071,2.331485182,2.79,5.0,159.6,0.266537904
7.48,2.67,3553.1,2.071,2.331485182,2.79,10.0,150.3,0.266537904
7.48,2.67,3553.1,2.071,2.331485182,2.79,20.0,139.9,0.266537904
7.48,2.67,3553.1,2.071,2.331485182,2.79,30.0,130.1,0.266537904
7.48,2.67,3553.1,2.071,2.331485182,2.79,60.0,118.8,0.266537904
6.93,1.98,3415.3,2.482,2.906918865,2.82,0.5,169.3,0.159951652
6.93,1.98,3415.3,2.482,2.906918865,2.82,1.0,155.4,0.159951652
6.93,1.98,3415.3,2.482,2.906918865,2.82,2.0,144.7,0.159951652
6.93,1.98,3415.3,2.482,2.906918865,2.82,5.0,134.0,0.159951652
6.93,1.98,3415.3,2.482,2.906918865,2.82,10.0,125.7,0.159951652
6.93,1.98,3415.3,2.482,2.906918865,2.82,20.0,118.9,0.159951652
6.93,1.98,3415.3,2.482,2.906918865,2.82,30.0,114.5,0.159951652
6.93,1.98,3415.3,2.482,2.906918865,2.82,60.0,105.9,0.159951652
10.58,1.47,2290.0,0.93,1.624454148,0.9567,0.1,74.0,0.88172043
10.58,1.47,2290.0,0.93,1.624454148,0.9567,0.5,60.4,0.88172043
10.58,1.47,2290.0,0.93,1.624454148,0.9567,1.0,53.6,0.88172043
10.58,1.47,2290.0,0.93,1.624454148,0.9567,2.0,43.4,0.88172043
10.58,1.47,2290.0,0.93,1.624454148,0.9567,5.0,37.7,0.88172043
10.58,1.47,2290.0,0.93,1.624454148,0.9567,10.0,28.2,0.88172043
10.58,1.47,2290.0,0.93,1.624454148,0.9567,20.0,14.7,0.88172043
14.26,1.82,3166.0,1.7,2.147820594,1.044,0.1,117.1,0.517647059
14.26,1.82,3166.0,1.7,2.147820594,1.044,0.5,93.5,0.517647059
14.26,1.82,3166.0,1.7,2.147820594,1.044,1.0,81.4,0.517647059
14.26,1.82,3166.0,1.7,2.147820594,1.044,2.0,67.0,0.517647059
14.26,1.82,3166.0,1.7,2.147820594,1.044,5.0,58.7,0.517647059
14.26,1.82,3166.0,1.7,2.147820594,1.044,10.0,49.5,0.517647059
14.26,1.82,3166.0,1.7,2.147820594,1.044,20.0,45.8,0.517647059
14.02,1.93,3292.0,1.54,1.871202916,1.048,0.1,142.2,0.694805195
14.02,1.93,3292.0,1.54,1.871202916,1.048,0.5,113.3,0.694805195
14.02,1.93,3292.0,1.54,1.871202916,1.048,1.0,99.4,0.694805195
14.02,1.93,3292.0,1.54,1.871202916,1.048,2.0,85.8,0.694805195
14.02,1.93,3292.0,1.54,1.871202916,1.048,5.0,79.7,0.694805195
14.02,1.93,3292.0,1.54,1.871202916,1.048,10.0,72.2,0.694805195
14.02,1.93,3292.0,1.54,1.871202916,1.048,20.0,66.1,0.694805195
18.75,2.74,3518.0,1.57,1.785105173,1.102,0.1,166.8,0.777070064
18.75,2.74,3518.0,1.57,1.785105173,1.102,0.5,141.4,0.777070064
18.75,2.74,3518.0,1.57,1.785105173,1.102,1.0,132.0,0.777070064
18.75,2.74,3518.0,1.57,1.785105173,1.102,2.0,116.5,0.777070064
18.75,2.74,3518.0,1.57,1.785105173,1.102,5.0,108.8,0.777070064
18.75,2.74,3518.0,1.57,1.785105173,1.102,10.0,98.9,0.777070064
18.75,2.74,3518.0,1.57,1.785105173,1.102,20.0,86.9,0.777070064
